anno,x,densita
2018,24.798,0.08503120746505391
2018,24.857,0.08556679630426117
2018,24.917,0.08604721212423104
2018,24.976,0.08646286391472001
2018,25.035,0.0868049155604167
2018,25.095,0.0870654647214439
2018,25.154,0.0872377047784847
2018,25.214,0.0873160655944475
2018,25.273,0.08729632932325918
2018,25.332,0.08717571809279491
2018,25.392,0.08695295108710195
2018,25.451,0.08662826933328198
2018,25.51,0.08620342733792062
2018,25.57,0.08568165159174931
2018,25.629,0.0850675668427148
2018,25.688,0.0843670918996908
2018,25.748,0.0835873075448943
2018,25.807,0.08273629987723591
2018,25.867,0.08182298305812526
2018,25.926,0.08085690596555174
2018,25.985,0.07984804766528993
2018,26.045,0.07880660686792773
2018,26.104,0.07774279065000718
2018,26.163,0.07666660767483295
2018,26.223,0.07558767095644611
2018,26.282,0.07451501487671562
2018,26.341,0.07345693070285948
2018,26.401,0.07242082427732126
2018,26.46,0.07141309888348377
2018,26.52,0.07043906555145904
2018,26.579,0.06950288228209581
2018,26.638,0.06860752285924644
2018,26.698,0.06775477511500103
2018,26.757,0.06694526773399646
2018,26.816,0.06617852395336937
2018,26.876,0.06545303985447373
2018,26.935,0.06476638436833307
2018,26.994,0.06411531764279585
2018,27.054,0.06349592405583676
2018,27.113,0.06290375591286118
2018,27.173,0.06233398373893414
2018,27.232,0.06178154906849896
2018,27.291,0.06124131574076335
2018,27.351,0.06070821592066477
2018,27.41,0.060177387372448606
2018,27.469,0.059644298902259564
2018,27.529,0.05910486134273322
2018,27.588,0.058555521959951465
2018,27.647,0.057993340704123895
2018,27.707,0.05741604728255055
2018,27.766,0.05682207858973252
2018,27.826,0.0562105965687069
2018,27.885,0.05558148708491003
2018,27.944,0.0549353408559982
2018,28.004,0.05427341788705297
2018,28.063,0.053597597201818385
2018,28.122,0.052910313930939847
2018,28.182,0.0522144860140787
2018,28.241,0.0515134328933479
2018,28.3,0.05081078862228465
2018,28.36,0.050110411791357924
2018,28.419,0.049416294583604324
2018,28.479,0.048732473129834954
2018,28.538,0.04806294114068353
